장소ID,장소명,도로명주소,장소상세설명,위도,경도,등록일시,수정일시,지번주소,사용여부
2853,중문야시장,제주특별자치도 서귀포시 천제연로188번길 12,야시장,33.2505743,126.4240533,2019-11-28,2019-11-28,제주특별자치도 서귀포시 중문동 2123-1,y
2858,효섬마을초가집,,전복돌솥밥,33.4654586,126.611341,2019-11-28,2019-11-28,제주특별자치도 제주시 봉개동 234-252,y
2862,흑돈세상수라간,제주특별자치도 제주시 중산간동로 892-40,흑돼지.....저녁,33.3254772,126.8446758,2019-11-28,2019-11-28,제주특별자치도 서귀포시 표선면 표선리 45-17,y
2865,오션블루호텔,제주특별자치도 서귀포시 이어도로 67,첫째날 숙소,33.2388624,126.4304538,2019-11-29,2019-11-29,제주특별자치도 서귀포시 중문동 2538,y
2892,해녀잠수촌,제주특별자치도 제주시 서해안로 624,8~19아침먹기 좋음보말미역국 추천,33.5167707,126.5034451,2019-12-03,2019-12-03,제주특별자치도 제주시 용담2동 1020-1,y
2872,성산보말죽칼국수,제주특별자치도 서귀포시 일주동로 5109 우리식당,성산보말죽칼국수(저녁),33.3807737,126.8765417,2019-11-29,2019-11-29,제주특별자치도 서귀포시 성산읍 신산리 1038-2,y
2889,제이미스 모던퀴진,제주특별자치도 제주시 승천로 57,레스토랑,33.4935083,126.5419284,2019-12-03,2019-12-03,제주특별자치도 제주시 아라동 3001-4,y
2893,공감 게스트하우스,제주특별자치도 서귀포시 일과대수로27번길 35,조식가능(8:30~9)입실4시 퇴실 10시,33.2381927,126.2292824,2019-12-03,2019-12-03,제주특별자치도 서귀포시 대정읍 일과리 1291-7,y
2895,옛날팥죽,제주특별자치도 서귀포시 표선면 성읍민속로 128,10~17(월욜 휴무),33.3883342,126.7989476,2019-12-03,2019-12-03,제주특별자치도 서귀포시 표선면 성읍리 695-8,y
2896,함덕다려도횟집,제주특별자치도 제주시 신북로 544,10~21우럭조림추천,33.5411058,126.6676603,2019-12-03,2019-12-03,제주특별자치도 제주시 조천읍 함덕리 1002-101,y
2897,엄블랑짬뽕 ,제주특별자치도 제주시 한경면 칠전로 148,"감귤탕수육, 해물짬뽕, 흑돼지짬뽕, 튀김짬뽕 시그니처",33.2974026,126.195113,2019-12-03,2019-12-03,제주특별자치도 제주시 한경면 고산리 1727,y
2899,제주발리리조트,제주특별자치도 제주시 비월길 29 신제주초등학교,1일차숙소,33.3886602,126.2496796,2019-12-04,2019-12-04,제주특별자치도 제주시 한림읍 협재리 1082,y
2910,성산일출봉,제주특별자치도 서귀포시 일출로255번길 5,ㅇ,33.4612593,126.9354553,2019-12-05,2019-12-05,제주특별자치도 서귀포시 성산읍 성산리 117-2,y
2911,대포주상절리,제주특별자치도 서귀포시 일출로255번길 5,ㅇ,33.2376616,126.424932,2019-12-05,2019-12-05,제주특별자치도 서귀포시 중문동,y
2914,스타벅스DT,제주특별자치도 제주시 서해안로 380 화이트하우스,커피,33.5123138,126.4845704,2019-12-05,2019-12-05,제주특별자치도 제주시 용담2동 2572-4,y
2919,도치돌목장,,제주 제주시 애월읍 도치돌길 293,33.4127995,126.366503,2019-12-06,2019-12-06,제주특별자치도 제주시 애월읍 납읍리 산19,y
2734,공항,제주특별자치도 제주시 공항로 2 국제공항,공항,33.5065365,126.4928043,2019-11-11,2019-11-11,제주특별자치도 제주시 용담2동 2002,y
2749,애월해안도로,,애월해안도로,33.4801135,126.3903387,2019-11-13,2019-11-13,제주특별자치도 제주시 애월읍 구엄리 30,y
2790,애월찜,제주특별자치도 제주시 애월해안로 454-5,해물갈비찜,33.476574,126.3542219,2019-11-19,2019-11-19,제주특별자치도 제주시 애월읍 신엄리 2807-6,y
2791,멀왓스테이,제주특별자치도 제주시 중산간서로 5102,감성숙소,33.4187794,126.2980653,2019-11-19,2019-11-19,제주특별자치도 제주시 한림읍 귀덕리 168-3,y
2878,일출봉거북식당,제주특별자치도 서귀포시 일출로 270,성산일출봉근처점심,33.4618672,126.9341775,2019-11-30,2019-11-30,제주특별자치도 서귀포시 성산읍 성산리 135-3,y
2920,제주공항,제주특별자치도 제주시 공항로 2 국제공항,도착,33.5065909,126.4931913,2019-12-06,2019-12-06,제주특별자치도 제주시 용담2동 1462-1,y
2925,느영나영매장,제주특별자치도 제주시 월광로 25,"느영나영매장-레드향선물,간식",33.4840709,126.4640927,2019-12-07,2019-12-07,제주특별자치도 제주시 노형동 2919-1,y
2926,투썸플레이스 애월한담점,제주특별자치도 제주시 애월로1길 19,주차장 있음,33.4621059,126.3108087,2019-12-07,2019-12-07,제주특별자치도 제주시 애월읍 애월리 2489,y
2949,제주도국제공항,제주특별자치도 서귀포시 돈내코로34번길 13-19,도착,33.5063171,126.4931514,2019-12-11,2019-12-11,제주특별자치도 제주시 용담2동 2002-7,y
2930,공항,,0,33.5051349,126.4928778,2019-12-08,2019-12-08,제주특별자치도 제주시 용담2동 1462,y
2935,우도,,우도팔경,33.5020753,126.9556999,2019-12-10,2019-12-10,제주특별자치도 제주시 우도면 연평리 1498,y
2952,빛의 벙커,,빛의 벙커,33.4332866,126.9073415,2019-12-14,2019-12-14,제주특별자치도 서귀포시 성산읍 고성리 1761,y
2953,꺼멍목장,,흑돼지,33.2451692,126.4520792,2019-12-14,2019-12-14,제주특별자치도 서귀포시 중문동 1725,y
2954,돌카롱,제주특별자치도 제주시 서광로2길 27-1,돌카롱이에용,33.498538,126.5135781,2019-12-15,2019-12-15,제주특별자치도 제주시 오라동 2444-8,y
2955,제주 공항,제주특별자치도 제주시 공항로 2 국제공항,공항 도착,33.5062837,126.4940114,2019-12-15,2019-12-15,제주특별자치도 제주시 용담2동 1984-5,y
2956,차귀도 낚시 체험,,낚시,33.3088552,126.1647177,2019-12-16,2019-12-16,제주특별자치도 제주시 한경면 고산리 3997,y
2957,제주국제공항,,도착,33.4896322,126.4874544,2019-12-17,2019-12-17,제주특별자치도 제주시 연동 251-2,y
2958,성산일출봉,제주특별자치도 서귀포시 서성일로1105번길 47-3,어른5000어린이2500,33.4467885,126.9010961,2019-12-17,2019-12-17,제주특별자치도 서귀포시 성산읍 고성리 2159,y
2964,남원바당,제주특별자치도 제주시 고마로 130,제주특별자치도 제주시 일도2동 48-4,33.502865,126.5422142,2019-12-17,2019-12-17,제주특별자치도 제주시 이도2동 408-3,y
2966,하버호텔 제주,제주특별자치도 제주시 임항로 260,제주 하버호텔 (야놀자),33.5176537,126.5383082,2019-12-18,2019-12-18,제주특별자치도 제주시 건입동 1037-1,y
2961,느영나영 매장,,"과일,간식,선물",33.484072,126.4640648,2019-12-17,2019-12-17,제주특별자치도 제주시 노형동 2919-5,y
2962,이춘옥원조고등어쌈밥,제주특별자치도 제주시 일주서로 7213,점심식사,33.4889109,126.4186328,2019-12-17,2019-12-17,제주특별자치도 제주시 애월읍 하귀1리 266-1,y
2965,삐꼴라쿠치나,제주특별자치도 제주시 하소로 769-58,제주특별자치도 제주시 애월읍 하소로 769-58예약필수,33.4190751,126.4011909,2019-12-17,2019-12-17,제주특별자치도 제주시 애월읍 유수암리 1306-9,y
2967,푸조시트로엥자동차박물관,제주특별자치도 서귀포시 일주서로 532 크린농산물유통센터,차박물관,33.2538577,126.4520596,2019-12-18,2019-12-18,제주특별자치도 서귀포시 중문동 520,y
2968,제주공항,,ㄹ호,33.5034653,126.4977387,2019-12-18,2019-12-18,제주특별자치도 제주시 용담2동 1564,y
2970,썬라이즈-섭지코지,제주특별자치도 서귀포시 신양로 83,썬라이즈-섭지코지,33.4366417,126.9183418,2019-12-20,2019-12-20,제주특별자치도 서귀포시 성산읍 고성리 510-6,y
2971,김만복김밥-성산점,제주특별자치도 서귀포시 성산등용로17번길 55,김만복김밥-성산점,33.4602501,126.9295716,2019-12-20,2019-12-20,제주특별자치도 서귀포시 성산읍 성산리 392,y
2972,고흐의정원,제주특별자치도 서귀포시 삼달신풍로 126-7,고흐의정원,33.373293,126.8446264,2019-12-20,2019-12-20,제주특별자치도 서귀포시 성산읍 삼달리 1186-1,y
2973,빛의 벙커-고흐전,제주특별자치도 서귀포시 삼달신풍로 126-7,빛의 벙커-고흐전,33.4385248,126.9022302,2019-12-20,2019-12-20,제주특별자치도 서귀포시 성산읍 고성리 2039-2,y
2974,종달수다뜰-전복,제주특별자치도 서귀포시 삼달신풍로 126-7,종달수다뜰-전복,33.4915734,126.8937229,2019-12-20,2019-12-20,제주특별자치도 제주시 구좌읍 종달리 1870,y
2975,코업시티호텔 하버뷰,제주특별자치도 서귀포시 태위로 102,코업시티호텔 하버뷰,33.2743189,126.658417,2019-12-20,2019-12-20,제주특별자치도 서귀포시 남원읍 위미리 2903-3,y
2976,갯깍주상절리,,갯깍주상절리,33.241396,126.3994857,2019-12-20,2019-12-20,제주특별자치도 서귀포시 색달동,y
2726,제주공항1팀,제주특별자치도 제주시 용문로8길 14,1팀3명,33.5051589,126.4965062,2019-11-09,2019-11-09,제주특별자치도 제주시 용담2동 1596-14,y
2717,함덕,제주특별자치도 제주시 함덕19길 13,ㅇㄴ,33.5415493,126.6704622,2019-11-07,2019-11-07,제주특별자치도 제주시 조천읍 함덕리 960-22,y
2740,어마장장,제주특별자치도 제주시 성지로 62,해물뚝배기 전복뚝배기 (15000)돈가스,33.5110669,126.5298755,2019-11-11,2019-11-11,제주특별자치도 제주시 일도2동 1028-49,y
2727,제주공항2팀,제주특별자치도 제주시 용문로8길 14,2팀 6명,33.5046417,126.4950049,2019-11-09,2019-11-09,제주특별자치도 제주시 용담2동 1462-1,y
2728,제주공항3팀,제주특별자치도 제주시 용문로8길 14,3팀 4명,33.5041517,126.4968623,2019-11-09,2019-11-09,제주특별자치도 제주시 용담2동 1586-11,y
2733,덕인당 소락,제주특별자치도 제주시 중앙로 441,제주 제주시 중앙로 451아라2동 1476-4,33.4838324,126.5437458,2019-11-10,2019-11-10,제주특별자치도 제주시 아라동 1475-1,y
2736,제주국제공항,,공항도착,33.4984346,126.4966393,2019-11-11,2019-11-11,제주특별자치도 제주시 용담2동 1745-1,y
2741,식사 - 어마장장,제주특별자치도 제주시 성지로 62,해물뚝배기(15500) 전복뚝배기돈가스화요일휴뮤일,33.5110616,126.5298713,2019-11-11,2019-11-11,제주특별자치도 제주시 일도2동 1028-49,y
2845,숙소,제주특별자치도 제주시 선교로 115-1 다희연,에어비앤비,33.4549507,126.3945302,2019-11-26,2019-11-26,제주특별자치도 제주시 애월읍 장전리 230,y
2763,하미,제주특별자치도 제주시 애월북서길 54,통갈치조림/구이,33.4639868,126.3090152,2019-11-17,2019-11-17,제주특별자치도 제주시 애월읍 애월리 2555-7,y
2828,칠돈가 본점,제주특별자치도 제주시 남성로 43,식사,33.5040685,126.512782,2019-11-21,2019-11-21,제주특별자치도 제주시 용담1동 189-3,y
2871,훈남횟집,제주특별자치도 서귀포시 성산중앙로25번길 12,"횟집 (포장 가능)모듬회:\80,000딱새우회:\30,000",33.4631489,126.9320429,2019-11-29,2019-11-29,제주특별자치도 서귀포시 성산읍 성산리 172-1,y
2873,공항,제주특별자치도 제주시 은남3길 18,공항,33.4873687,126.4939328,2019-11-29,2019-11-29,제주특별자치도 제주시 연동 293-115,y
2874,숙소,제주특별자치도 서귀포시 안덕면 사계남로153번길 9,숙소,33.2294644,126.306045,2019-11-29,2019-11-29,제주특별자치도 서귀포시 안덕면 사계리 2120-2,y
2875,하나로마트,제주특별자치도 서귀포시 1100로49번길 28-3,하나로마트,33.2514028,126.4290399,2019-11-29,2019-11-29,제주특별자치도 서귀포시 중문동 2774,y
2877,마빌릭스파앤풀빌라,제주특별자치도 제주시 해맞이해안로 2488 종달씨사이드,마빌릭스파앤풀빌라(둘째날숙소),33.4855664,126.9008751,2019-11-29,2019-11-29,제주특별자치도 제주시 구좌읍 종달리 721-2,y
2977,오현불백,제주특별자치도 제주시 청사로 59 정부제주지방합동청사,ㅇ,33.507072,126.530763,2019-12-20,2019-12-20,제주특별자치도 제주시 일도2동 996-3,y
2903,대우정,제주특별자치도 제주시 서사로 152,전복돌솥밥,33.4989387,126.5196083,2019-12-04,2019-12-04,제주특별자치도 제주시 삼도1동 569-27,y
2917,놀맨,제주특별자치도 제주시 애월로1길 26-2,라면집,33.4625441,126.3101664,2019-12-06,2019-12-06,제주특별자치도 제주시 애월읍 애월리 2531,y
2978,강식당,,제주 제주시 한립음 협재1길 39 2동(지번 : 협재리 1680-1)함박스테이크&고기국수) ,33.398369,126.2448159,2019-12-20,2019-12-20,제주특별자치도 제주시 한림읍 협재리 1472-1,y
2980,공항,제주특별자치도 제주시 남녕로8길 3-5 대암빌라,공항도착,33.5066807,126.4931473,2019-12-20,2019-12-20,제주특별자치도 제주시 용담2동 1462-1,y
2983,짱구네 유채꽃밭,제주특별자치도 서귀포시 동류암로36번길 5 어민복지회관,서귀포시 성산읍 수산리 1021번지,33.4393887,126.8787066,2019-12-20,2019-12-20,제주특별자치도 서귀포시 성산읍 수산리 1021,y
2987,송림식당(닭볶음탕),제주특별자치도 제주시 연동13길 22 우성주택,제주 제주시 신대로14길 34,33.4878324,126.4944094,2019-12-20,2019-12-20,제주특별자치도 제주시 연동 292-73,y
2985,기똥차네,제주특별자치도 서귀포시 성산등용로 13-1,제주 서귀포시 성산읍 성산등용로 13-1,33.4649604,126.9328628,2019-12-20,2019-12-20,제주특별자치도 서귀포시 성산읍 성산리 234-12,y
2986,감귤따기체험,제주특별자치도 서귀포시 서성일로 923 현대농원,서귀포시 성산읍 서성일로 923,33.4401333,126.8788968,2019-12-20,2019-12-20,제주특별자치도 서귀포시 성산읍 수산리 1046,y
2988,세영수산,제주특별자치도 서귀포시 성산중앙로 10,제주특별자치도 서귀포시 성산읍 성산중앙로 10-1 1층제주특별자치도 서귀포시 성산읍 성산리 166-3064-783-1913,33.4610091,126.9317103,2019-12-21,2019-12-21,제주특별자치도 서귀포시 성산읍 성산리 166-9,y
2989,안녕협재씨,제주특별자치도 제주시 한림로 413,제주 제주시 한림읍 협재1길 55지번협재리 1450-1,33.3985936,126.2459042,2019-12-21,2019-12-21,제주특별자치도 제주시 한림읍 협재리 1493-1,y
2992,숙소,제주특별자치도 제주시 연삼로 383,숙소,33.4944395,126.5324722,2019-12-21,2019-12-21,제주특별자치도 제주시 이도2동 1019-8,y
2991,제주공항,제주특별자치도 제주시 서해안로 410,공항,33.5055916,126.4922985,2019-12-21,2019-12-21,제주특별자치도 제주시 용담2동 833-3,y
3014,드라이브-김녕해수욕장,제주특별자치도 제주시 해맞이해안로 7-6,1일차 드라이브,33.557046,126.7592427,2019-12-25,2019-12-25,제주특별자치도 제주시 구좌읍 김녕리 497-4,y
3015,느영나영,,상점,33.4840744,126.4640477,2019-12-25,2019-12-25,제주특별자치도 제주시 노형동 2919-5,y
3081,성산일출봉,제주특별자치도 제주시 제주대학로4길 15-14,-,33.4577199,126.9379382,2020-01-08,2020-01-08,제주특별자치도 서귀포시 성산읍 성산리,y
3017,서귀포 잠수함,제주특별자치도 서귀포시 남성중로 40,2일차 일정-잠수함(오전),33.239384,126.558631,2019-12-25,2019-12-25,제주특별자치도 서귀포시 천지동 707-5,y
3021,제주공항,,제주방문,33.4971917,126.4886066,2019-12-26,2019-12-26,제주특별자치도 제주시 도두동 263-2,y
3060,제주국제공항,제주특별자치도 제주시 공항로 2 국제공항,비행기 내리기,33.506932,126.4929935,2020-01-04,2020-01-04,제주특별자치도 제주시 용담2동 2002,y
3207,타운하우스 숙소,제주특별자치도 제주시 명월성로 397-1,숙소,33.3734772,126.2631986,2020-01-21,2020-01-21,제주특별자치도 제주시 한림읍 명월리 1408-2,y
3082,비자림,제주특별자치도 제주시 제주대학로4길 15-14,-,33.48362,126.8070806,2020-01-08,2020-01-08,제주특별자치도 제주시 구좌읍 평대리 산15,y
3170,5,제주특별자치도 서귀포시 안덕면 산록남로 786 루체빌리조트,ㅇㅇ,33.316547,126.3850285,2020-01-17,2020-01-17,제주특별자치도 서귀포시 안덕면 상천리 산70,y
3174,제주하루독채펜션,,숙소,33.3236961,126.6515639,2020-01-18,2020-01-18,제주특별자치도 서귀포시 남원읍 위미리 산55-2,y
3187,제주 조각공원,제주특별자치도 서귀포시 안덕면 일주서로 1836,장소,33.2545283,126.321659,2020-01-19,2020-01-19,제주특별자치도 서귀포시 안덕면 덕수리 산27,y
3190,식사,제주특별자치도 서귀포시 일주동로4120번길 45,식사,33.4635643,126.9332386,2020-01-19,2020-01-19,제주특별자치도 서귀포시 성산읍 성산리 181-24,y
3192,신성리조트,제주특별자치도 서귀포시 이어도로 989 신성리조트,.,33.242185,126.518332,2020-01-20,2020-01-20,제주특별자치도 서귀포시 대륜동 87-1,y
3193,홍성방,제주특별자치도 서귀포시 신영로72번길 14 파랑도다방,짬뽕,33.2200057,126.2517849,2020-01-20,2020-01-20,제주특별자치도 서귀포시 대정읍 하모리 2121,y
3198,잘 모름,,숙소,33.2496303,126.5718482,2020-01-20,2020-01-20,제주특별자치도 서귀포시 동홍동 377-8,y
3200,복집식당,,생선구이,33.5181177,126.6210425,2020-01-20,2020-01-20,제주특별자치도 제주시 조천읍 신촌리 1388,y
3202,비룡식당,,생선구이,33.2256961,126.8134924,2020-01-20,2020-01-20,대한민국,y
3206,오션,제주특별자치도 서귀포시 표선면 일주동로 6343,ㅅ,33.2344439,126.3101797,2020-01-21,2020-01-21,제주특별자치도 서귀포시 안덕면 사계리 124-1,y
3209,제주 소풍,제주특별자치도 서귀포시 안덕면 사계남로 235,제주 소풍,33.2341359,126.3081674,2020-01-21,2020-01-21,제주특별자치도 서귀포시 안덕면 사계리 1934-1,y
3214,뷰스트,제주특별자치도 서귀포시 안덕면 형제해안로 24,사계리 2147-2,33.2279783,126.3041004,2020-01-22,2020-01-22,제주특별자치도 서귀포시 안덕면 사계리 2147-3,y
3216,카페라라라,제주특별자치도 제주시 세화2길 6,세화리 1498-3,33.5229586,126.8556192,2020-01-22,2020-01-22,제주특별자치도 제주시 구좌읍 세화리 1451-2,y
3217,카페오길,제주특별자치도 제주시 평대5길 40-4,평대리 677-1 카페오길,33.5316297,126.8424589,2020-01-22,2020-01-22,제주특별자치도 제주시 구좌읍 평대리 677-3,y
3218,아도록,제주특별자치도 제주시 평대1길 42-2,평대리 2025-4,33.5244169,126.833638,2020-01-22,2020-01-22,제주특별자치도 제주시 구좌읍 평대리 2110,y
3219,국수문화거리,,국수 특화거리. 국숫집은 현재 14곳(2019.03.15기준). 모두 자신만의 레시피로 승부를 건다.출처: 한경비즈니스 블로그,33.5069732,126.5297969,2020-01-23,2020-01-23,제주특별자치도 제주시 일도2동 1050-1,y
3222,제주공항,제주특별자치도 제주시 공항로 2 국제공항,공항,33.5063901,126.4928923,2020-01-23,2020-01-23,제주특별자치도 제주시 용담2동 1462-1,y
3223,asdasd,제주특별자치도 서귀포시 안덕면 사계남로216번길 42 오션하우스,asd,33.2345786,126.3101861,2020-01-23,2020-01-23,제주특별자치도 서귀포시 안덕면 사계리 123,y
3224,ㅁㄴㅇ,제주특별자치도 서귀포시 표선면 일주동로 6343,ㅁㄴㅇ,33.3062111,126.7943736,2020-01-23,2020-01-23,제주특별자치도 서귀포시 표선면 세화리 1566-2,y
3226,"하이리,하이엔드",제주특별자치도 서귀포시 산록남로 2271,애월리 2550,33.4632618,126.3089116,2020-01-23,2020-01-23,제주특별자치도 제주시 애월읍 애월리 2549,y
3227,쉬리니케이크,제주특별자치도 제주시 천덕로 312-51,납읍리 2282-7 1층,33.4232529,126.3274749,2020-01-23,2020-01-23,제주특별자치도 제주시 애월읍 납읍리 2625-1,y
3232,팰롱팰롱빛나는,제주특별자치도 제주시 월정5길 18-17,월정리 546,33.5517888,126.7957065,2020-01-23,2020-01-23,제주특별자치도 제주시 구좌읍 월정리 251-3,y
3233,유키효잡화점,제주특별자치도 제주시 월정5길 18-17,월정리 407,33.5566861,126.7926719,2020-01-23,2020-01-23,제주특별자치도 제주시 구좌읍 월정리 396,y
3234,짱구네유채꽃밭,제주특별자치도 서귀포시 금백조로 60,수산리 1021,33.4402655,126.8665554,2020-01-23,2020-01-23,제주특별자치도 서귀포시 성산읍 수산리 2020,y
3004,밭담,제주특별자치도 제주시 행원로5길 35-20,초밥,33.5566973,126.8034497,2019-12-24,2019-12-24,제주특별자치도 제주시 구좌읍 행원리 1376,y
3025,까델아스리조트,제주특별자치도 제주시 신엄9길 46,까델아스리조트,33.4753636,126.3667664,2019-12-28,2019-12-28,제주특별자치도 제주시 애월읍 신엄리 1099-1,y
3028,목장카페 드르쿰다,,말타기,33.4076452,126.7708857,2019-12-28,2019-12-28,제주특별자치도 서귀포시 표선면 성읍리 2873-3,y
3032,도두봉펜션,제주특별자치도 제주시 서해안로 224-2,숙소,33.5078861,126.4705168,2019-12-29,2019-12-29,제주특별자치도 제주시 도두동 1724-2,y
3047,어리목휴게소,제주특별자치도 제주시 1100로 2070-61 한라산국립공원관리사무소,등산시작,33.3918996,126.4943652,2020-01-01,2020-01-01,제주특별자치도 제주시 노형동 산220-13,y
3049,돈내코탐방안내소,제주특별자치도 서귀포시 신례동로 256-134,하산 완료,33.3141569,126.5716725,2020-01-01,2020-01-01,제주특별자치도 서귀포시 영천동 산1,y
3050,하영담아,제주특별자치도 서귀포시 안덕면 덕수서로 43 푸른숲논술교습소,가족당 3만원 감귤체험 무조건 15키로 가족인명수 제한없음,33.2541889,126.3045161,2020-01-01,2020-01-01,제주특별자치도 서귀포시 안덕면 덕수리 2270,y
3051,연리지가든,제주특별자치도 제주시 한경면 두조로 190-20,토종흑돼지 맛집,33.3450049,126.2023969,2020-01-01,2020-01-01,제주특별자치도 제주시 한경면 두모리 288,y
3054,알동네집,제주특별자치도 제주시 한경면 연명로 550-4,이상한고기집 ,33.3162525,126.2677666,2020-01-01,2020-01-01,제주특별자치도 제주시 한경면 저지리 3178,y
3065,용스테이,,게스트하우스연동,33.4944037,126.4934018,2020-01-05,2020-01-05,제주특별자치도 제주시 연동 1928-2,y
3067,새서울두루치기,제주특별자치도 서귀포시 태평로 406,"제주 서귀포시 태평로 406, 이중섭미술관 도보 가능",33.2445114,126.5635727,2020-01-06,2020-01-06,제주특별자치도 서귀포시 송산동 582,y
3075,어떤날 게하,제주특별자치도 제주시 행원로 114,어떤날,33.5534708,126.8071829,2020-01-07,2020-01-07,제주특별자치도 제주시 구좌읍 행원리 821-1,y
3095,호텔,제주특별자치도 제주시 조함해안로 504 골든튤립제주함덕호텔,2박,33.5425069,126.666827,2020-01-09,2020-01-09,제주특별자치도 제주시 조천읍 함덕리 1269-19,y
3096,버거307,제주특별자치도 제주시 조함해안로 504 골든튤립제주함덕호텔,수제버거,33.5425828,126.6669712,2020-01-09,2020-01-09,제주특별자치도 제주시 조천읍 함덕리 1269-19,y
3094,숨어있는 집,제주특별자치도 제주시 공항로 2 국제공항,"칼국수, 치킨",33.5417319,126.6726661,2020-01-09,2020-01-09,제주특별자치도 제주시 조천읍 함덕리 955-5,y
3097,에코랜드,제주특별자치도 제주시 남조로 1982,테마파크,33.4480539,126.6727566,2020-01-09,2020-01-09,제주특별자치도 제주시 조천읍 교래리 385-1,y
3098,작은 테마파크,제주특별자치도 제주시 비자림로 606,소인국느낌,33.4332248,126.6744042,2020-01-09,2020-01-09,제주특별자치도 제주시 조천읍 교래리 산56-4,y
3099,2093하우스,제주특별자치도 제주시 남조로 2093,돈까스,33.4524906,126.6620048,2020-01-09,2020-01-09,제주특별자치도 제주시 조천읍 교래리 786-21,y
3100,깡통흑돼지,제주특별자치도 제주시 신북로 535-1,돼지고기,33.5416429,126.6670714,2020-01-09,2020-01-09,제주특별자치도 제주시 조천읍 함덕리 1274,y
3101,러브랜드,제주특별자치도 제주시 1100로 2894-72 제주러브랜드,꺄악,33.4515741,126.4904929,2020-01-09,2020-01-09,제주특별자치도 제주시 연동 680-26,y
3102,카트,제주특별자치도 제주시 1100로 2894-72 제주러브랜드,싱싱달려라~~,33.4617034,126.4849765,2020-01-09,2020-01-09,제주특별자치도 제주시 노형동 187-3,y
3103,하멜 치즈케이크,제주특별자치도 제주시 노형2길 51-3,치이즈,33.4784655,126.4761615,2020-01-09,2020-01-09,제주특별자치도 제주시 노형동 3814-1,y
3104,서우봉,제주특별자치도 제주시 정원로 50 제주탐라도서관,유채꽃,33.5457014,126.6776607,2020-01-09,2020-01-09,제주특별자치도 제주시 조천읍 함덕리 169-3,y
3134,청어림,제주특별자치도 제주시 원노형7길 10 삼부빌딩,통갈치식당,33.4868988,126.4834427,2020-01-14,2020-01-14,제주특별자치도 제주시 노형동 911-3,y
3135,협재,,2일날,33.3891995,126.2465293,2020-01-14,2020-01-14,제주특별자치도 제주시 한림읍 협재리 2133-1,y
3136,ss,제주특별자치도 서귀포시 중문상로192번길 2,ss,33.2537067,126.2468392,2020-01-14,2020-01-14,제주특별자치도 서귀포시 대정읍 동일리 799-2,y
3157,용두암,제주특별자치도 제주시 신성마을길 26,제주시 관광지,33.5157646,126.5122076,2020-01-17,2020-01-17,제주특별자치도 제주시 용담2동 488-14,y
3160,만장굴,제주특별자치도 제주시 성화로10길 26-6,1시간 관광,33.5249244,126.777118,2020-01-17,2020-01-17,제주특별자치도 제주시 구좌읍 행원리 3365,y
3168,한라수목원,제주특별자치도 제주시 성화로10길 26-6,관광,33.468846,126.4917753,2020-01-17,2020-01-17,제주특별자치도 제주시 연동 1010,y
3172,제주공항,,도착,33.5051164,126.4920697,2020-01-18,2020-01-18,제주특별자치도 제주시 용담2동 833-4,y
3173,공항,,도착,33.5042372,126.4890207,2020-01-18,2020-01-18,제주특별자치도 제주시 도두동 404-1,y
3052,랜디스도넛,제주특별자치도 제주시 애월로 27-1,직접 만들기도 하고 카페이용가능,33.4611653,126.3114364,2020-01-01,2020-01-01,제주특별자치도 제주시 애월읍 애월리 2471,y
3024,sunset palace,제주특별자치도 제주시 공항로 2 국제공항,숙소,33.4590013,126.336574,2019-12-27,2019-12-27,제주특별자치도 제주시 애월읍 고내리 785,y
3026,메모리아리조트,제주특별자치도 제주시 신엄9길 46,메모리아리조트,33.372237,126.8737782,2019-12-28,2019-12-28,제주특별자치도 서귀포시 성산읍 신산리,y
3027,서촌제 김녕점,제주특별자치도 제주시 해맞이해안로 140,돈까스집,33.5634,126.7684374,2019-12-28,2019-12-28,제주특별자치도 제주시 구좌읍 김녕리 462-15,y
3058,이브이 전동퀵보드,제주특별자치도 제주시 신대로5길 14,전동퀵보드 대여소,33.5174981,126.4991089,2020-01-03,2020-01-03,제주특별자치도 제주시 용담2동 1221,y
3061,마우돈,제주특별자치도 서귀포시 서성일로 1240,마우돈  말고기 무한리필,33.4467735,126.9110241,2020-01-04,2020-01-04,제주특별자치도 서귀포시 성산읍 고성리 1064-3,y
3064,공항,제주특별자치도 제주시 선덕로5길 37 제주중앙중학교,공항도착,33.4863722,126.5011321,2020-01-05,2020-01-05,제주특별자치도 제주시 연동 323-14,y
3176,절물,제주특별자치도 제주시 명림로 584 절물휴양림,힐링,33.4370137,126.6273653,2020-01-19,2020-01-19,제주특별자치도 제주시 봉개동 산78-1,y
3129,정석원농장,제주특별자치도 서귀포시 하례로 218-5,귤농장,33.2666418,126.6228581,2020-01-12,2020-01-12,제주특별자치도 서귀포시 남원읍 하례리 404-1,y
3140,제주공항,제주특별자치도 서귀포시 표선면 일주동로 6343,ㅇ,33.5044909,126.493353,2020-01-14,2020-01-14,제주특별자치도 제주시 용담2동 1946,y
3181,신엄리방파제,제주특별자치도 제주시 고내북동길 26,방파제,33.4739067,126.3511867,2020-01-19,2020-01-19,제주특별자치도 제주시 애월읍 신엄리,y
3203,제주공항,,ㅇ,33.4949405,126.4900106,2020-01-21,2020-01-21,제주특별자치도 제주시 도두동 171-2,y
