LG_CAT,MD_CAT,SM_CAT,FUEL_TYPE,FUEL_COST,SCALE,FACTOR
자동차,벤츠,GLE GLE 300 d 4매틱(2022),Diesel,11.9,kgCO2/km,0.223005015
자동차,벤츠,GLE GLE 450 4매틱(2022),Gasoline,8.3,kgCO2/km,0.264827952
자동차,벤츠,GLE AMG GLE 53 4매틱+(2022),Gasoline,8.3,kgCO2/km,0.264827952
자동차,벤츠,GLE AMG GLE 53 4매틱+ 쿠페(2022),Gasoline,8.3,kgCO2/km,0.264827952
자동차,벤츠,GLE GLE 350 e 4매틱(2022),Gasoline/Hybrid,8.9,kgCO2/km,0.246974382
자동차,벤츠,GLE GLE 350 e 4매틱 쿠페(2022),Gasoline/Hybrid,9,kgCO2/km,0.244230222
자동차,벤츠,GLE GLE 400 d 4매틱 쿠페(2021),Diesel,10.5,kgCO2/km,0.252739017
자동차,벤츠,GLE GLE 300 d 4매틱(2021),Diesel,10.7,kgCO2/km,0.248014923
자동차,벤츠,GLE AMG GLE 63 S 4매틱+ 쿠페(2021),Gasoline,6.7,kgCO2/km,0.328070448
자동차,벤츠,GLE GLE 450 4매틱(2021),Gasoline,8.3,kgCO2/km,0.264827952
자동차,벤츠,GLE AMG GLE 53 4매틱+ 쿠페(2021),Gasoline,8.3,kgCO2/km,0.264827952
자동차,벤츠,GLE AMG GLE 53 4매틱+(2021),Gasoline,8.3,kgCO2/km,0.264827952
자동차,벤츠,GLE GLE 350 e 4매틱(2021),Gasoline/Hybrid,9,kgCO2/km,0.244230222
자동차,벤츠,GLE GLE 350 e 4매틱 쿠페(2021),Gasoline/Hybrid,9,kgCO2/km,0.244230222
자동차,벤츠,GLE GLE 400 d 4매틱 쿠페(2020),Diesel,10.5,kgCO2/km,0.252739017
자동차,벤츠,GLE GLE 300 d 4매틱(2020),Diesel,10.7,kgCO2/km,0.248014923
자동차,벤츠,GLE GLE 450 4매틱(2020),Gasoline,8.7,kgCO2/km,0.252651954
자동차,벤츠,GLE AMG GLE 63 S 4매틱 쿠페(2019),Gasoline,6.2,kgCO2/km,0.354527742
자동차,벤츠,GLS GLS 400 d 4매틱(2022),Diesel,9.8,kgCO2/km,0.270791804
자동차,벤츠,GLS GLS 400 d 4매틱(2021),Diesel,9.8,kgCO2/km,0.270791804
자동차,벤츠,GLS GLS 580 4매틱(2021),Gasoline,6.6,kgCO2/km,0.333041212
자동차,벤츠,GLS GLS 400 d 4매틱(2020),Diesel,9.8,kgCO2/km,0.270791804
자동차,벤츠,GLS GLS 580 4매틱(2020),Gasoline,7.3,kgCO2/km,0.301105753
자동차,벤츠,GLS GLS 500 4매틱(2019),Gasoline,6.7,kgCO2/km,0.328070448
자동차,벤츠,G클래스 G400 d(2021),Diesel,8.4,kgCO2/km,0.315923771
자동차,벤츠,G클래스 AMG G 63(2021),Gasoline,5.9,kgCO2/km,0.372554576
자동차,벤츠,G클래스 AMG G 63 에디션(2021),Gasoline,5.9,kgCO2/km,0.372554576
자동차,벤츠,G클래스 AMG G 63(2019),Gasoline,6.1,kgCO2/km,0.360339672
자동차,벤츠,G클래스 AMG G 63 에디션(2019),Gasoline,6.1,kgCO2/km,0.360339672
자동차,벤츠,SL SL 400(2019),Gasoline,9.3,kgCO2/km,0.236351828
자동차,벤츠,SLC 250 AMG 라인(2019),Gasoline,10.7,kgCO2/km,0.20542729
자동차,벤츠,S클래스 S 400 d 4매틱(2022),Diesel,11.4,kgCO2/km,0.232785937
자동차,벤츠,S클래스 S 350 d(2022),Diesel,12,kgCO2/km,0.22114664
자동차,벤츠,S클래스 S 580 4매틱 롱(2022),Gasoline,7.5,kgCO2/km,0.293076267
자동차,벤츠,S클래스 S 500 4매틱 롱(2022),Gasoline,9.5,kgCO2/km,0.231376
자동차,벤츠,S클래스 S 450 4매틱 롱(2022),Gasoline,9.7,kgCO2/km,0.226605361
자동차,벤츠,S클래스 S 400 d 4매틱(2021),Diesel,11.4,kgCO2/km,0.232785937
자동차,벤츠,S클래스 S 350 d(2021),Diesel,12,kgCO2/km,0.22114664
자동차,벤츠,S클래스 S 580 4매틱(2021),Gasoline,7.9,kgCO2/km,0.278236962
자동차,벤츠,S클래스 S 500 4매틱(2021),Gasoline,9.6,kgCO2/km,0.228965833
자동차,벤츠,S클래스 S 350 d 4매틱 AMG 라인(2020),Diesel,10.9,kgCO2/km,0.243464191
자동차,벤츠,S클래스 AMG S 63 4매틱+ 쿠페(2020),Gasoline,7.4,kgCO2/km,0.297036757
자동차,벤츠,S클래스 S 560 4매틱 롱(2020),Gasoline,7.5,kgCO2/km,0.293076267
자동차,벤츠,S클래스 AMG S 63 4매틱+ 롱(2020),Gasoline,7.8,kgCO2/km,0.281804103
자동차,벤츠,S클래스 S 450 4매틱 쿠페(2020),Gasoline,8.2,kgCO2/km,0.268057561
자동차,벤츠,S클래스 S 450 4매틱 롱(2020),Gasoline,8.7,kgCO2/km,0.252651954
자동차,벤츠,S클래스 S 350 롱(2020),Gasoline,8.9,kgCO2/km,0.246974382
자동차,벤츠,S클래스 S 560 e(2020),Gasoline/Hybrid,13.7,kgCO2/km,0.160443212
자동차,벤츠,S클래스 S 350 d 4매틱(KR4)(2019),Diesel,10.9,kgCO2/km,0.243464191
자동차,벤츠,S클래스 S 350 d 4매틱(KR3)(2019),Diesel,10.9,kgCO2/km,0.243464191
자동차,벤츠,S클래스 S 350 d(2019),Diesel,12.7,kgCO2/km,0.208957455
자동차,벤츠,S클래스 S 63 4매틱+ 카브리올레(2019),Gasoline,6.7,kgCO2/km,0.328070448
자동차,벤츠,S클래스 S 63 4매틱+ 쿠페(2019),Gasoline,7.1,kgCO2/km,0.309587606
자동차,벤츠,S클래스 AMG S 63 4매틱+ 롱(2019),Gasoline,7.8,kgCO2/km,0.281804103
자동차,벤츠,S클래스 S 450 4매틱 쿠페(2019),Gasoline,8.2,kgCO2/km,0.268057561
자동차,벤츠,S클래스 S 560 4매틱 롱(2019),Gasoline,8.4,kgCO2/km,0.261675238
자동차,벤츠,S클래스 S 450 4매틱 롱(2019),Gasoline,8.7,kgCO2/km,0.252651954
자동차,벤츠,S클래스 S 350 롱(2019),Gasoline,8.9,kgCO2/km,0.246974382
자동차,벤츠,마이바흐 GLS GLS 600 4매틱(2021),Gasoline,6.6,kgCO2/km,0.333041212
자동차,벤츠,마이바흐 S클래스 S 580 4매틱(2022),Gasoline,7.3,kgCO2/km,0.301105753
자동차,벤츠,마이바흐 S클래스 S 580 4매틱(2021),Gasoline,7.9,kgCO2/km,0.278236962
자동차,벤츠,마이바흐 S클래스 S 650 풀만(2020),Gasoline,5.5,kgCO2/km,0.399649455
자동차,벤츠,마이바흐 S클래스 S 650(2020),Gasoline,6.3,kgCO2/km,0.348900317
자동차,벤츠,마이바흐 S클래스 S 560 4매틱 모나코(2020),Gasoline,7.2,kgCO2/km,0.305287778
자동차,벤츠,마이바흐 S클래스 S 560 4매틱 뉴욕(2020),Gasoline,7.2,kgCO2/km,0.305287778
자동차,벤츠,마이바흐 S클래스 S 560 4매틱 모나코(4인승)(2020),Gasoline,7.2,kgCO2/km,0.305287778
자동차,벤츠,마이바흐 S클래스 S 560 4매틱 뉴욕(4인승)(2020),Gasoline,7.2,kgCO2/km,0.305287778
자동차,벤츠,마이바흐 S클래스 S 560 4매틱 마이바흐 라운지(2020),Gasoline,7.2,kgCO2/km,0.305287778
자동차,벤츠,마이바흐 S클래스 S 560 4매틱 로데오 드라이브 로스앤젤레스(4인승)(2020),Gasoline,7.2,kgCO2/km,0.305287778
자동차,벤츠,마이바흐 S클래스 S 560 4매틱(2020),Gasoline,8.1,kgCO2/km,0.271366914
자동차,벤츠,마이바흐 S클래스 S 650(2019),Gasoline,6.3,kgCO2/km,0.348900317
자동차,벤츠,마이바흐 S클래스 S 560 4매틱(2019),Gasoline,8.1,kgCO2/km,0.271366914
자동차,벤틀리,벤테이가 V8(2021),Gasoline,6.7,kgCO2/km,0.328070448
자동차,벤틀리,벤테이가 V8(2019),Gasoline,6.9,kgCO2/km,0.318561159
자동차,벤틀리,컨티넨탈 GT V8(2020),Gasoline,7.4,kgCO2/km,0.297036757
자동차,벤틀리,플라잉스퍼 스포츠(2022),Gasoline,6.8,kgCO2/km,0.323245882
자동차,벤틀리,플라잉스퍼 클래식(2022),Gasoline,6.8,kgCO2/km,0.323245882
자동차,벤틀리,플라잉스퍼 스포츠(2021),Gasoline,6.8,kgCO2/km,0.323245882
자동차,벤틀리,플라잉스퍼 클래식(2021),Gasoline,6.8,kgCO2/km,0.323245882
자동차,볼보,C40 트윈 얼티메이트(2022),Electric,4.1,kgCO2/km,0.112051366
자동차,볼보,S60 B5 모멘텀(2022),Gasoline,11.3,kgCO2/km,0.194519646
자동차,볼보,S60 B5 인스크립션(2022),Gasoline,11.3,kgCO2/km,0.194519646
자동차,볼보,S60 B5 모멘텀(2021),Gasoline,11.6,kgCO2/km,0.189488966
자동차,볼보,S60 B5 인스크립션(2021),Gasoline,11.6,kgCO2/km,0.189488966
자동차,볼보,S60 T5 모멘텀(2020),Gasoline,10.8,kgCO2/km,0.203525185
자동차,볼보,S60 T5 인스크립션(2020),Gasoline,10.8,kgCO2/km,0.203525185
자동차,볼보,S90 B6 AWD 인스크립션(2022),Gasoline,9.9,kgCO2/km,0.222027475
자동차,볼보,S90 B5 모멘텀(2022),Gasoline,11.2,kgCO2/km,0.196256429
자동차,볼보,S90 B5 인스크립션(2022),Gasoline,11.2,kgCO2/km,0.196256429
자동차,볼보,S90 T8 AWD 인스크립션(2022),Gasoline/Hybrid,11.2,kgCO2/km,0.196256429
자동차,볼보,S90 B5 모멘텀(2021),Gasoline,11.3,kgCO2/km,0.194519646
자동차,볼보,S90 B5 인스크립션(2021),Gasoline,11.3,kgCO2/km,0.194519646
자동차,볼보,S90 T8 AWD 인스크립션(2021),Gasoline/Hybrid,11.2,kgCO2/km,0.196256429
자동차,볼보,S90 T5 모멘텀(2020),Gasoline,11,kgCO2/km,0.199824727
자동차,볼보,S90 T5 인스크립션(2020),Gasoline,11,kgCO2/km,0.199824727
자동차,볼보,S90 D5 AWD 모멘텀(2019),Diesel,13.2,kgCO2/km,0.2010424
자동차,볼보,S90 D5 AWD 인스크립션(2019),Diesel,13.2,kgCO2/km,0.2010424
자동차,볼보,S90 T5 모멘텀(2019),Gasoline,11,kgCO2/km,0.199824727
자동차,볼보,S90 T5 인스크립션(2019),Gasoline,11,kgCO2/km,0.199824727
자동차,볼보,S90 T8 AWD 엑설런스(2019),Gasoline/Hybrid,10.8,kgCO2/km,0.203525185
자동차,볼보,V40 D3 모멘텀(2019),Diesel,15.1,kgCO2/km,0.175745674
자동차,볼보,V60 B5 AWD(2022),Gasoline,9.9,kgCO2/km,0.222027475
자동차,볼보,V60 B5 프로 AWD(2022),Gasoline,9.9,kgCO2/km,0.222027475
자동차,볼보,V60 B5 AWD(2021),Gasoline,10.2,kgCO2/km,0.215497255
자동차,볼보,V60 B5 프로 AWD(2021),Gasoline,10.2,kgCO2/km,0.215497255
자동차,볼보,V60 T5 AWD(2020),Gasoline,10.1,kgCO2/km,0.217630891
자동차,볼보,V60 T5 AWD 프로(2020),Gasoline,10.1,kgCO2/km,0.217630891
자동차,볼보,V60 T5 AWD(2019),Gasoline,10.1,kgCO2/km,0.217630891
자동차,볼보,V60 T5 AWD 프로(2019),Gasoline,10.1,kgCO2/km,0.217630891
자동차,볼보,V90 B6 AWD 프로(2022),Gasoline,10.4,kgCO2/km,0.211353077
자동차,볼보,V90 B5 AWD(2022),Gasoline,10.6,kgCO2/km,0.207365283
자동차,볼보,V90 B5 AWD 프로(2022),Gasoline,10.6,kgCO2/km,0.207365283
자동차,볼보,V90 B6 AWD 프로(2021),Gasoline,10.2,kgCO2/km,0.215497255
자동차,볼보,V90 B5 AWD(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,볼보,V90 B5 AWD 프로(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,볼보,V90 D5 AWD 프로(2020),Diesel,12.6,kgCO2/km,0.210615848
자동차,볼보,V90 T5 AWD 프로(2020),Gasoline,10.9,kgCO2/km,0.201657982
자동차,볼보,V90 D5 AWD 프로(2019),Diesel,12.6,kgCO2/km,0.210615848
자동차,볼보,V90 T5 AWD 프로(2019),Gasoline,10.9,kgCO2/km,0.201657982
자동차,볼보,XC40 트윈 얼티메이트(2022),Electric,3.9,kgCO2/km,0.11779759
자동차,볼보,XC40 B4 AWD 모멘텀(2022),Gasoline,10.4,kgCO2/km,0.211353077
자동차,볼보,XC40 B4 AWD R-디자인(2022),Gasoline,10.4,kgCO2/km,0.211353077
자동차,볼보,XC40 B4 AWD 인스크립션(2022),Gasoline,10.4,kgCO2/km,0.211353077
자동차,볼보,XC40 B4 AWD 모멘텀(2021),Gasoline,10.4,kgCO2/km,0.211353077
자동차,볼보,XC40 B4 AWD R-디자인(2021),Gasoline,10.4,kgCO2/km,0.211353077
자동차,볼보,XC40 B4 AWD 인스크립션(2021),Gasoline,10.4,kgCO2/km,0.211353077
자동차,볼보,XC40 T4 AWD 모멘텀(2020),Gasoline,10.3,kgCO2/km,0.213405049
자동차,볼보,XC40 T4 AWD 인스크립션(2020),Gasoline,10.3,kgCO2/km,0.213405049
자동차,볼보,XC40 T4 AWD R-디자인(2020),Gasoline,10.3,kgCO2/km,0.213405049
자동차,볼보,XC40 T4 AWD 모멘텀(2019),Gasoline,10.3,kgCO2/km,0.213405049
자동차,볼보,XC40 T4 AWD 인스크립션(2019),Gasoline,10.3,kgCO2/km,0.213405049
자동차,볼보,XC40 T4 AWD R-디자인(2019),Gasoline,10.3,kgCO2/km,0.213405049
자동차,볼보,XC60 B6 AWD R-디자인(2022),Gasoline,9.1,kgCO2/km,0.241546374
자동차,볼보,XC60 B6 AWD 인스크립션(2022),Gasoline,9.1,kgCO2/km,0.241546374
자동차,볼보,XC60 B5 AWD 모멘텀(2022),Gasoline,9.5,kgCO2/km,0.231376
자동차,볼보,XC60 B5 AWD 인스크립션(2022),Gasoline,9.5,kgCO2/km,0.231376
자동차,볼보,XC60 T8 AWD 인스크립션(2022),Gasoline/Hybrid,10.8,kgCO2/km,0.203525185
자동차,볼보,XC60 T8 AWD 얼티메이트 브라이트(2022),Gasoline/Hybrid,11.2,kgCO2/km,0.196256429
자동차,볼보,XC60 B6 AWD 인스크립션(2021),Gasoline,9.3,kgCO2/km,0.236351828
자동차,볼보,XC60 B5 AWD 모멘텀(2021),Gasoline,9.8,kgCO2/km,0.224293061
자동차,볼보,XC60 B5 AWD 인스크립션(2021),Gasoline,9.8,kgCO2/km,0.224293061
자동차,볼보,XC60 T8 AWD R-디자인(2021),Gasoline/Hybrid,9.8,kgCO2/km,0.224293061
자동차,볼보,XC60 T8 AWD 인스크립션(2021),Gasoline/Hybrid,9.8,kgCO2/km,0.224293061
자동차,볼보,XC60 D5 AWD 모멘텀(2020),Diesel,11.7,kgCO2/km,0.226817067
자동차,볼보,XC60 D5 AWD 인스크립션(2020),Diesel,11.7,kgCO2/km,0.226817067
자동차,볼보,XC60 T6 AWD 인스크립션(2020),Gasoline,9,kgCO2/km,0.244230222
자동차,볼보,XC60 T8 AWD 인스크립션(2020),Gasoline/Hybrid,10.3,kgCO2/km,0.213405049
자동차,볼보,XC60 T8 AWD R-디자인(2020),Gasoline/Hybrid,10.8,kgCO2/km,0.203525185
자동차,볼보,XC60 D5 AWD 모멘텀(2019),Diesel,12.9,kgCO2/km,0.205717805
자동차,볼보,XC60 D5 AWD 인스크립션(2019),Diesel,12.9,kgCO2/km,0.205717805
자동차,볼보,XC60 T6 AWD 모멘텀(2019),Gasoline,9.4,kgCO2/km,0.233837447
자동차,볼보,XC60 T6 AWD 인스크립션(2019),Gasoline,9.4,kgCO2/km,0.233837447
자동차,볼보,XC60 T8 AWD 인스크립션(2019),Gasoline/Hybrid,9.8,kgCO2/km,0.224293061
자동차,볼보,XC90 B6 AWD 모멘텀(2022),Gasoline,9.3,kgCO2/km,0.236351828
자동차,볼보,XC90 B6 AWD 인스크립션(2022),Gasoline,9.3,kgCO2/km,0.236351828
자동차,볼보,XC90 T8 AWD 인스크립션(2022),Gasoline/Hybrid,10,kgCO2/km,0.2198072
자동차,볼보,XC90 T8 AWD 얼티메이트 브라이트(2022),Gasoline/Hybrid,11,kgCO2/km,0.199824727
자동차,볼보,XC90 T8 AWD R-디자인(2021),Gasoline/Hybrid,9.5,kgCO2/km,0.231376
자동차,볼보,XC90 T8 AWD 인스크립션(2021),Gasoline/Hybrid,9.5,kgCO2/km,0.231376
자동차,볼보,XC90 D5 AWD 모멘텀(2020),Diesel,10.9,kgCO2/km,0.243464191
자동차,볼보,XC90 D5 AWD 인스크립션(2020),Diesel,10.9,kgCO2/km,0.243464191
자동차,볼보,XC90 T6 AWD 인스크립션(2020),Gasoline,9.3,kgCO2/km,0.236351828
자동차,볼보,XC90 T8 AWD 인스크립션(2020),Gasoline/Hybrid,10,kgCO2/km,0.2198072
자동차,볼보,XC90 T8 AWD 엑설런스(2020),Gasoline/Hybrid,10,kgCO2/km,0.2198072
자동차,볼보,XC90 D5 AWD 모멘텀(2019),Diesel,10.9,kgCO2/km,0.243464191
자동차,볼보,XC90 D5 AWD 인스크립션(2019),Diesel,10.9,kgCO2/km,0.243464191
자동차,볼보,XC90 T6 AWD 모멘텀 5인승(2019),Gasoline,8.8,kgCO2/km,0.249780909
자동차,볼보,XC90 T6 AWD 인스크립션(2019),Gasoline,8.8,kgCO2/km,0.249780909
자동차,볼보,XC90 T8 AWD 인스크립션(2019),Gasoline/Hybrid,9.5,kgCO2/km,0.231376
자동차,볼보,XC90 T8 AWD 엑설런스(2019),Gasoline/Hybrid,9.5,kgCO2/km,0.231376
자동차,쉐보레,말리부 2.0 터보 LT 스페셜(2022),Gasoline,10.5,kgCO2/km,0.20934019
자동차,쉐보레,말리부 2.0 터보 프리미어 스페셜(2022),Gasoline,10.5,kgCO2/km,0.20934019
자동차,쉐보레,말리부 2.0 터보 레드라인(2022),Gasoline,10.5,kgCO2/km,0.20934019
자동차,쉐보레,말리부 1.35 E-터보 레드라인 프리미어(2022),Gasoline,13.3,kgCO2/km,0.165268571
자동차,쉐보레,말리부 1.35 E-터보 레드라인 프리미어 프라임 세이프티(2022),Gasoline,13.3,kgCO2/km,0.165268571
자동차,쉐보레,말리부 1.35 E-터보 LS(2022),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LS 디럭스(2022),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LT(2022),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LT 디럭스(2022),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 프리미어(2022),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 프리미어 프라임 세이프티(2022),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 2.0 터보 LT 스페셜(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,쉐보레,말리부 2.0 터보 프라임 스페셜(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,쉐보레,말리부 2.0 터보 레드라인(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,쉐보레,말리부 1.35 E-터보 레드라인 프리미어(2021),Gasoline,13.3,kgCO2/km,0.165268571
자동차,쉐보레,말리부 1.35 E-터보 레드라인 프리미어 프라임 세이프티(2021),Gasoline,13.3,kgCO2/km,0.165268571
자동차,쉐보레,말리부 1.35 E-터보 LS(2021),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LS 디럭스(2021),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LT(2021),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LT 디럭스(2021),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 프리미어(2021),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 프리미어 프라임 세이프티(2021),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.6 디젤 LT(2020),Diesel,15.3,kgCO2/km,0.173448345
자동차,쉐보레,말리부 1.6 디젤 LT 프리미엄(2020),Diesel,15.3,kgCO2/km,0.173448345
자동차,쉐보레,말리부 2.0 터보 LT 스페셜(2020),Gasoline,10.8,kgCO2/km,0.203525185
자동차,쉐보레,말리부 2.0 터보 프리미어 스페셜(2020),Gasoline,10.8,kgCO2/km,0.203525185
자동차,쉐보레,말리부 2.0 터보 퍼펙트 블랙 프리미어 스페셜(2020),Gasoline,10.8,kgCO2/km,0.203525185
자동차,쉐보레,말리부 1.35 E-터보 퍼펙트 블랙 프리미어(2020),Gasoline,13.3,kgCO2/km,0.165268571
자동차,쉐보레,말리부 1.35 E-터보 퍼펙트 블랙 프리미어 프라임 세이프티(2020),Gasoline,13.3,kgCO2/km,0.165268571
자동차,쉐보레,말리부 1.35 E-터보 LS(2020),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LS 디럭스(2020),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LT(2020),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LT 디럭스(2020),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 프리미어(2020),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 프리미어 프라임 세이프티(2020),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.6 디젤 LT(2019),Diesel,15.3,kgCO2/km,0.173448345
자동차,쉐보레,말리부 1.6 디젤 LT 프리미엄(2019),Diesel,15.3,kgCO2/km,0.173448345
자동차,쉐보레,말리부 2.0 터보 LT 스페셜(2019),Gasoline,10.8,kgCO2/km,0.203525185
자동차,쉐보레,말리부 2.0 터보 프리미어 스페셜(2019),Gasoline,10.8,kgCO2/km,0.203525185
자동차,쉐보레,말리부 2.0 터보 퍼펙트 블랙(2019),Gasoline,10.8,kgCO2/km,0.203525185
자동차,쉐보레,말리부 1.35 E-터보 LS(2019),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LS 디럭스(2019),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LT(2019),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 LT 디럭스(2019),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 프리미어(2019),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 프리미어 프라임 세이프티(2019),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 퍼펙트 블랙 프리미어(2019),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.35 E-터보 퍼펙트 블랙 프리미어 프라임 세이프티(2019),Gasoline,14.2,kgCO2/km,0.154793803
자동차,쉐보레,말리부 1.8 하이브리드 LT(2019),Gasoline/Hybrid,17.1,kgCO2/km,0.128542222
자동차,쉐보레,말리부 1.8 하이브리드 LT 디럭스(2019),Gasoline/Hybrid,17.1,kgCO2/km,0.128542222
자동차,쉐보레,볼트 EUV 프리미어(2022),Electric,5.5,kgCO2/km,0.0835292
자동차,쉐보레,볼트 EV 프리미어(2022),Electric,5.4,kgCO2/km,0.085076037
자동차,쉐보레,볼트 EV LT(2021),Electric,5.4,kgCO2/km,0.085076037
자동차,쉐보레,볼트 EV LT 디럭스(2021),Electric,5.4,kgCO2/km,0.085076037
자동차,쉐보레,볼트 EV 프리미어(2021),Electric,5.4,kgCO2/km,0.085076037
자동차,쉐보레,볼트 EV LT(2020),Electric,5.4,kgCO2/km,0.085076037
자동차,쉐보레,볼트 EV LT 디럭스(2020),Electric,5.4,kgCO2/km,0.085076037
자동차,쉐보레,볼트 EV 프리미어(2020),Electric,5.4,kgCO2/km,0.085076037
자동차,쉐보레,볼트 EV LT(2019),Electric,5.5,kgCO2/km,0.0835292
자동차,쉐보레,볼트 EV LT 디럭스(2019),Electric,5.5,kgCO2/km,0.0835292
자동차,쉐보레,볼트 EV 프리미어(2019),Electric,5.5,kgCO2/km,0.0835292
자동차,쉐보레,스파크 LS 베이직 C-테크(2021),Gasoline,14.4,kgCO2/km,0.152643889
자동차,쉐보레,스파크 LS C-테크(2021),Gasoline,14.4,kgCO2/km,0.152643889
자동차,쉐보레,스파크 LT C-테크(2021),Gasoline,14.4,kgCO2/km,0.152643889
자동차,쉐보레,스파크 프리미어 C-테크(2021),Gasoline,14.4,kgCO2/km,0.152643889
자동차,쉐보레,스파크 레드픽(2021),Gasoline,14.4,kgCO2/km,0.152643889
자동차,쉐보레,스파크 마이핏(2021),Gasoline,14.4,kgCO2/km,0.152643889
자동차,쉐보레,스파크 LS 베이직(2021),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 LS(2021),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 LT(2021),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 프리미어(2021),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 승용밴 베이직(2021),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 승용밴 베이직 C-테크(2021),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 승용밴(2021),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 승용밴 C-테크(2021),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 LS 베이직(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 LS 베이직 CVT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 LS(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 LS CVT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 LT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 LT CVT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 프리미어(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 프리미어 CVT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 승용밴 베이직(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 승용밴 베이직 CVT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 승용밴(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 승용밴 CVT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 마이핏 LT CVT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,스파크 마이핏 CVT(2019),Gasoline,15,kgCO2/km,0.146538133
자동차,쉐보레,이쿼녹스 1.6 디젤 LT 익스클루시브 4WD(2019),Diesel,12.9,kgCO2/km,0.205717805
자동차,쉐보레,이쿼녹스 1.6 디젤 LT 플러스 익스클루시브 4WD(2019),Diesel,12.9,kgCO2/km,0.205717805
자동차,쉐보레,이쿼녹스 1.6 디젤 프리미어 익스클루시브 4WD(2019),Diesel,12.9,kgCO2/km,0.205717805
자동차,쉐보레,이쿼녹스 1.6 디젤 LS 2WD(2019),Diesel,13.3,kgCO2/km,0.199530803
